81.5,1.5,68,35
82,2,11,6.1
83,3,5.2,2.6
85,5,1.8,1.5
95,15,1.6,1.1
100,20,2.2,1.3
100,40,1.5,1.1
100,60,0.93,0.76
100,80,1,0.79
101,1,2700,2300
101.5,1.5,73,39
102,2,12,6.5
103,3,4.2,2.1
105,5,1.5,1.1
110,10,0.8,0.8
110,30,2.1,1.3
115,15,1.3,0.86
120,20,1.8,0.99
120,40,1.3,1
125,80,0.78,0.6
126.5,1.5,80,49
127,2,13,7
128,3,4,2
130,5,1.4,0.95
130,30,1.7,1.1
135,10,0.6,0.65
140,15,1.1,0.72
140,40,0.93,0.8
140,60,0.69,0.57
145,20,1.4,0.79
150,50,0.7,0.6
150,80,0.59,0.5
152,2,15,8.3
153,3,3.7,1.9
155,5,1.4,0.94
155,30,1.4,0.92
160,10,0.56,0.56
160,60,0.54,0.49
165,15,0.93,0.58

165,40,0.67,0.66
170,20,1.3,0.67
178,3,4.3,2.4
180,5,1.2,0.86
180,30,0.99,0.74
185,10,0.52,0.5
185,60,0.53,0.47
190,15,0.8,0.51
190,40,0.57,0.64
195,20,1.1,0.58
200,50,0.52,0.52
200,80,0.47,0.41
202,2,25,16
203,3,3.7,2.1
205,5,1.4,0.96
210,10,0.47,0.46
210,60,0.48,0.44
215,15,0.8,0.48
220,20,1.1,0.54
230,5,1.3,0.93
230,30,0.72,0.57
235,10,0.51,0.43
240,15,0.86,0.46
240,40,0.46,0.52
250,50,0.42,0.44
250,80,0.43,0.37
253,3,4.7,2.7
255,5,1.3,0.91
260,10,0.59,0.47
260,60,0.44,0.41
265,15,0.78,0.43
270,20,0.98,0.48
280,30,0.67,0.48
290,40,0.33,0.44
300,50,0.38,0.41
300,80,0.39,0.35
310,60,0.39,0.37
350,80,0.36,0.33
360,60,0.34,0.34
