90,1,510,740
90,1.5,29,12
90,2,12,6.1
90,3,8.3,3.8
90,5,1.4,1.8
100,1,1900,1200
100,1.5,35,15
100,2,12,6
100,3,7.2,3.2
100,5,1.5,1.8
100,10,2.3,1.9
100,15,4.3,2.5
100,25,3.2,2
100,40,1.2,0.92
100,60,0.74,0.61
100,70,0.69,0.6
100,80,0.61,0.56
100,90,1.5,1.6
100,100,9.7,11
110,40,1.1,0.92
110,60,0.65,0.56
110,70,0.57,0.53
110,80,0.55,0.54
110,90,1.7,1.7
125,1.5,41,17
125,2,16,6.9
125,3,6.9,3.1
125,5,1.2,1.4
125,10,1.7,1.4
125,15,2,1.8
125,25,2.2,1.5
125,40,1,0.82
125,60,0.61,0.53
125,70,0.58,0.52
125,80,0.61,0.6
125,90,1.5,1.7
140,40,0.8,0.71
140,60,0.56,0.51
140,70,0.52,0.48
140,80,0.49,0.48
140,90,1.3,1.5
150,1.5,55,21
150,2,17,7.6
150,3,6.8,2.9
150,5,1.3,1.4
150,10,1.3,1.1
150,15,2.4,1.3
150,25,1.5,1.2
150,30,1.2,1
150,40,0.73,0.68
150,50,0.79,0.65
150,60,0.53,0.48
150,70,0.53,0.48
150,80,0.49,0.49
150,90,1.5,1.6
150,100,1.3,1.7
150,149,0.39,0.56
175,2,31,20
175,3,8.1,4.5
175,5,1.3,1.4
175,15,1.8,1
175,25,1.2,0.95
200,2,46,29
200,3,8,4.4
200,5,1.1,1.4
200,10,0.97,0.9
200,15,1.6,0.87
200,25,1,0.84
200,30,0.89,0.79
200,40,0.56,0.57
200,50,0.63,0.56

200,60,0.47,0.43
200,70,0.42,0.42
200,80,0.37,0.4
200,90,0.96,1
200,92,0.95,1.2
200,95,0.94,1
200,100,0.64,0.8
200,150,0.18,0.25
200,199,0.14,0.19
225,2,51,34
225,3,10,5.5
225,5,1.4,1.5
225,15,1.3,0.81
225,25,0.79,0.73
250,3,11,5.9
250,5,1.5,1.6
250,10,0.93,0.8
250,15,1.4,0.75
250,25,0.72,0.69
250,30,0.55,0.57
250,40,0.44,0.47
250,50,0.59,0.52
250,60,0.41,0.38
250,70,0.4,0.39
250,80,0.34,0.36
250,90,0.62,0.72
250,92,0.67,0.74
250,95,0.63,0.68
250,100,0.52,0.6
250,150,0.12,0.17
250,200,0.091,0.11
250,249,0.083,0.097
275,3,12,6.4
275,5,1.5,1.6
275,15,1.3,0.69
275,25,0.64,0.58
300,5,1.8,1.7
300,10,0.85,0.77
300,15,1.4,0.91
300,25,0.58,0.55
300,40,0.39,0.42
300,50,0.5,0.44
300,60,0.39,0.35
300,70,0.35,0.35
300,80,0.32,0.33
300,92,0.43,0.47
300,95,0.44,0.5
300,100,0.43,0.48
300,150,0.1,0.14
300,200,0.068,0.082
300,250,0.055,0.06
325,5,1.7,1.8
325,15,1.4,0.73
325,25,0.53,0.52
350,40,0.32,0.37
350,50,0.43,0.4
350,60,0.34,0.32
350,70,0.31,0.32
350,80,0.29,0.31
350,100,0.33,0.36
350,150,0.094,0.12
350,200,0.059,0.067
350,250,0.045,0.05
350,300,0.04,0.043
350,350,0.04,0.041
400,40,0.33,0.36
400,60,0.34,0.32
400,80,0.29,0.31
400,100,0.29,0.33
400,150,0.085,0.1
400,200,0.053,0.059

400,300,0.035,0.035
400,400,0.03,0.03
450,150,0.082,0.094
450,200,0.051,0.055
450,250,0.037,0.037
450,300,0.032,0.031
450,400,0.027,0.025
500,150,0.081,0.091
500,200,0.047,0.048
500,250,0.035,0.035
500,300,0.029,0.029
500,350,0.027,0.024
500,400,0.023,0.022
500,450,0.022,0.02
500,500,0.022,0.02
550,150,0.079,0.088
550,200,0.045,0.048
550,250,0.034,0.034
550,300,0.027,0.026
550,350,0.024,0.022
550,400,0.022,0.02
550,450,0.02,0.018
550,500,0.02,0.018
550,550,0.019,0.018
600,200,0.046,0.046
600,250,0.033,0.032
600,300,0.026,0.025
600,350,0.023,0.021
600,400,0.02,0.018
600,450,0.018,0.017
600,500,0.018,0.016
600,550,0.017,0.016
600,600,0.017,0.016
650,250,0.033,0.032
650,300,0.026,0.024
650,350,0.022,0.02
650,400,0.019,0.018
650,450,0.018,0.016
650,500,0.016,0.015
650,550,0.016,0.014
650,600,0.015,0.014
650,650,0.015,0.013
700,300,0.025,0.023
700,350,0.022,0.02
700,400,0.019,0.017
700,450,0.017,0.015
700,500,0.016,0.014
700,550,0.015,0.013
700,600,0.014,0.013
700,650,0.013,0.012
700,700,0.014,0.013
750,350,0.021,0.019
750,400,0.021,0.02
750,450,0.016,0.015
750,500,0.014,0.013
750,550,0.014,0.013
750,600,0.013,0.012
750,650,0.013,0.012
750,700,0.012,0.011
750,750,0.012,0.011
800,400,0.018,0.016
800,450,0.016,0.014
800,500,0.015,0.014
800,550,0.014,0.013
800,600,0.012,0.012
800,650,0.012,0.011
800,700,0.012,0.011
800,750,0.011,0.011
800,800,0.011,0.011
